438,REP.A017_MCF7_24H:G12
439,REP.A017_PC3_24H:G12
440,REP.A017_HELA_24H:G07
441,REP.A017_HELA_24H:G08
442,REP.A017_HA1E_24H:G12
443,REP.A017_HA1E_24H:G11
444,REP.A017_HT29_24H:G11
445,REP.A017_HT29_24H:G10
446,REP.A017_A375_24H:G11
447,REP.A017_HELA_24H:G09
448,REP.A017_HELA_24H:G10
449,REP.A017_HT29_24H:G09
450,REP.A017_PC3_24H:G11
451,REP.A017_HELA_24H:G11
452,REP.A017_HA1E_24H:G10
453,REP.A017_HA1E_24H:G09
454,REP.A017_A375_24H:G09
455,REP.A017_HELA_24H:G12
456,REP.A017_YAPC_24H:G07
457,REP.A017_YAPC_24H:G08
458,REP.A017_YAPC_24H:G09
459,REP.A017_A375_24H:G08
460,REP.A017_A375_24H:G07
461,REP.A017_A375_24H:G10
462,REP.A017_MCF7_24H:M24
463,REP.A017_YAPC_24H:M19
464,REP.A017_YAPC_24H:M21
465,REP.A017_MCF7_24H:M21
466,REP.A017_A375_24H:M24
467,REP.A017_A375_24H:M23
468,REP.A017_A375_24H:M22
469,REP.A017_A375_24H:M21
470,REP.A017_A375_24H:M20
471,REP.A017_A375_24H:M19
472,REP.A017_YAPC_24H:M22
473,REP.A017_YAPC_24H:M23
474,REP.A017_MCF7_24H:M22
475,REP.A017_MCF7_24H:M23
476,REP.A017_YAPC_24H:M24
477,REP.A017_MCF7_24H:M19
478,REP.A017_MCF7_24H:M20
479,REP.A017_HA1E_24H:M24
480,REP.A017_PC3_24H:M23
481,REP.A017_PC3_24H:M22
482,REP.A017_PC3_24H:M21
483,REP.A017_PC3_24H:M20
484,REP.A017_HA1E_24H:M23
485,REP.A017_HA1E_24H:M22
486,REP.A017_PC3_24H:M24
487,REP.A017_PC3_24H:M19
488,REP.A017_HA1E_24H:M20
489,REP.A017_HA1E_24H:M19
490,REP.A017_HT29_24H:M19
491,REP.A017_HT29_24H:M20
492,REP.A017_HT29_24H:M21
493,REP.A017_HT29_24H:M22
494,REP.A017_HA1E_24H:M21
495,REP.A017_HT29_24H:M23
496,REP.A017_HT29_24H:M24
497,REP.A017_YAPC_24H:M20
498,REP.A017_HELA_24H:M24
499,REP.A017_HELA_24H:M23
500,REP.A017_HELA_24H:M22
501,REP.A017_HELA_24H:M21
502,REP.A017_HELA_24H:M20
503,REP.A017_HELA_24H:M19
504,REP.A016_A375_24H:C18
505,REP.A016_MCF7_24H:C16
506,REP.A016_MCF7_24H:C17
507,REP.A016_MCF7_24H:C15
508,REP.A016_MCF7_24H:C14
509,REP.A016_MCF7_24H:C13
510,REP.A016_A375_24H:C17
511,REP.A016_YAPC_24H:C16
512,REP.A016_A375_24H:C15
513,REP.A016_YAPC_24H:C17
514,REP.A016_A375_24H:C14
515,REP.A016_A375_24H:C13
516,REP.A016_MCF7_24H:C18
517,REP.A016_YAPC_24H:C18
518,REP.A016_HA1E_24H:C13
519,REP.A016_YAPC_24H:C13
520,REP.A016_HA1E_24H:C14
521,REP.A016_HA1E_24H:C15
522,REP.A016_YAPC_24H:C15
523,REP.A016_HA1E_24H:C18
524,REP.A016_HA1E_24H:C17
525,REP.A016_HA1E_24H:C16
526,REP.A016_A375_24H:C16
527,REP.A016_YAPC_24H:C14
528,REP.A016_HELA_24H:C15
529,REP.A016_HELA_24H:C14
530,REP.A016_PC3_24H:C16
531,REP.A016_HT29_24H:C15
532,REP.A016_PC3_24H:C18
533,REP.A016_HT29_24H:C14
534,REP.A016_HELA_24H:C17
535,REP.A016_HT29_24H:C13
536,REP.A016_PC3_24H:C17
537,REP.A016_PC3_24H:C14
538,REP.A016_HT29_24H:C16
539,REP.A016_HT29_24H:C17
540,REP.A016_HT29_24H:C18
541,REP.A016_PC3_24H:C15
542,REP.A016_HELA_24H:C16
543,REP.A016_HELA_24H:C18
544,REP.A016_PC3_24H:C13
545,REP.A016_HELA_24H:C13
546,REP.A016_YAPC_24H:P02
547,REP.A016_YAPC_24H:P01
548,REP.A016_YAPC_24H:P03
549,REP.A016_YAPC_24H:P06
550,REP.A016_YAPC_24H:P05
551,REP.A016_YAPC_24H:P04
552,REP.A016_A375_24H:P04
553,REP.A016_HA1E_24H:P02
554,REP.A016_PC3_24H:P02
555,REP.A016_PC3_24H:P03
556,REP.A016_PC3_24H:P04
557,REP.A016_HT29_24H:P06
558,REP.A016_PC3_24H:P05
559,REP.A016_MCF7_24H:P06
560,REP.A016_MCF7_24H:P05
561,REP.A016_MCF7_24H:P04
562,REP.A016_MCF7_24H:P03
563,REP.A016_PC3_24H:P01
564,REP.A016_MCF7_24H:P02
565,REP.A016_A375_24H:P06
566,REP.A016_A375_24H:P05
567,REP.A016_A375_24H:P03
568,REP.A016_A375_24H:P02
569,REP.A016_A375_24H:P01
570,REP.A016_HT29_24H:P01
571,REP.A016_HT29_24H:P03
572,REP.A016_HT29_24H:P04
573,REP.A016_HT29_24H:P05
574,REP.A016_MCF7_24H:P01
575,REP.A016_HELA_24H:P06
576,REP.A016_PC3_24H:P06
577,REP.A016_HELA_24H:P04
578,REP.A016_HA1E_24H:P01
579,REP.A016_HA1E_24H:P03
580,REP.A016_HA1E_24H:P04
581,REP.A016_HA1E_24H:P06
582,REP.A016_HA1E_24H:P05
583,REP.A016_HELA_24H:P05
584,REP.A016_HT29_24H:P02
585,REP.A016_HELA_24H:P03
586,REP.A016_HELA_24H:P02
587,REP.A016_HELA_24H:P01
588,REP.A020_A375_24H:P09
589,REP.A020_YAPC_24H:P07
590,REP.A020_A375_24H:P11
591,REP.A020_A375_24H:P08
592,REP.A020_A375_24H:P07
593,REP.A020_A375_24H:P12
594,REP.A020_YAPC_24H:P08
595,REP.A020_YAPC_24H:P10
596,REP.A020_YAPC_24H:P09
597,REP.A020_A375_24H:P10
598,REP.A020_MCF7_24H:P08
599,REP.A020_YAPC_24H:P12
600,REP.A020_MCF7_24H:P09
601,REP.A020_HA1E_24H:P09
602,REP.A020_HA1E_24H:P10
603,REP.A020_YAPC_24H:P11
604,REP.A020_HA1E_24H:P11
605,REP.A020_HA1E_24H:P12
606,REP.A020_PC3_24H:P07
607,REP.A020_MCF7_24H:P11
608,REP.A020_MCF7_24H:P12
609,REP.A020_HELA_24H:P09
610,REP.A020_HELA_24H:P12
611,REP.A020_HELA_24H:P11
612,REP.A020_HELA_24H:P10
613,REP.A020_HELA_24H:P08
614,REP.A020_HELA_24H:P07
615,REP.A020_HA1E_24H:P08
616,REP.A020_HA1E_24H:P07
617,REP.A020_MCF7_24H:P10
618,REP.A020_MCF7_24H:P07
619,REP.A020_HT29_24H:P12
620,REP.A020_HT29_24H:P11
621,REP.A020_HT29_24H:P10
622,REP.A020_HT29_24H:P08
623,REP.A020_PC3_24H:P08
624,REP.A020_HT29_24H:P07
625,REP.A020_PC3_24H:P12
626,REP.A020_HT29_24H:P09
627,REP.A020_PC3_24H:P09
628,REP.A020_PC3_24H:P10
629,REP.A020_PC3_24H:P11
630,REP.A004_PC3_24H:E01
631,REP.A004_PC3_24H:E02
632,REP.A004_PC3_24H:E03
633,REP.A004_PC3_24H:E05
634,REP.A004_PC3_24H:E06
635,REP.A004_A375_24H:E01
636,REP.A004_A375_24H:E02
637,REP.A004_HELA_24H:E06
638,REP.A004_HELA_24H:E04
639,REP.A004_PC3_24H:E04
640,REP.A004_A375_24H:E03
641,REP.A004_MCF7_24H:E05
642,REP.A004_A375_24H:E05
643,REP.A004_A375_24H:E06
644,REP.A004_MCF7_24H:E01
645,REP.A004_MCF7_24H:E02
646,REP.A004_MCF7_24H:E03
647,REP.A004_MCF7_24H:E04
648,REP.A004_MCF7_24H:E06
649,REP.A004_YAPC_24H:E01
650,REP.A004_YAPC_24H:E04
651,REP.A004_YAPC_24H:E03
652,REP.A004_YAPC_24H:E02
653,REP.A004_A375_24H:E04
654,REP.A004_HELA_24H:E03
655,REP.A004_HELA_24H:E05
656,REP.A004_HA1E_24H:E03
657,REP.A004_HA1E_24H:E06
658,REP.A004_HA1E_24H:E05
659,REP.A004_HA1E_24H:E04
660,REP.A004_HA1E_24H:E02
661,REP.A004_HT29_24H:E06
662,REP.A004_HT29_24H:E05
663,REP.A004_HA1E_24H:E01
664,REP.A004_HT29_24H:E04
665,REP.A004_HT29_24H:E02
666,REP.A004_HT29_24H:E01
667,REP.A004_YAPC_24H:E06
668,REP.A004_YAPC_24H:E05
669,REP.A004_HT29_24H:E03
670,REP.A004_HELA_24H:E02
671,REP.A004_HELA_24H:E01
672,REP.A024_HELA_24H:P14
673,REP.A024_HELA_24H:P13
674,REP.A024_HELA_24H:P15
675,REP.A024_HT29_24H:P18
676,REP.A024_HELA_24H:P18
677,REP.A024_MCF7_24H:P18
678,REP.A024_MCF7_24H:P17
679,REP.A024_MCF7_24H:P16
680,REP.A024_MCF7_24H:P15
681,REP.A024_MCF7_24H:P14
682,REP.A024_HA1E_24H:P13
683,REP.A024_HA1E_24H:P14
684,REP.A024_HA1E_24H:P15
685,REP.A024_HA1E_24H:P16
686,REP.A024_HA1E_24H:P17
687,REP.A024_HELA_24H:P16
688,REP.A024_HELA_24H:P17
689,REP.A024_PC3_24H:P13
690,REP.A024_HA1E_24H:P18
691,REP.A024_HT29_24H:P17
692,REP.A024_HT29_24H:P16
693,REP.A024_HT29_24H:P15
694,REP.A024_HT29_24H:P14
695,REP.A024_HT29_24H:P13
696,REP.A024_PC3_24H:P18
697,REP.A024_PC3_24H:P17
698,REP.A024_PC3_24H:P16
699,REP.A024_PC3_24H:P15
700,REP.A024_A375_24H:P13
701,REP.A024_A375_24H:P14
702,REP.A024_PC3_24H:P14
703,REP.A024_A375_24H:P16
704,REP.A024_A375_24H:P18
705,REP.A024_A375_24H:P17
706,REP.A024_YAPC_24H:P13
707,REP.A024_YAPC_24H:P14
708,REP.A024_YAPC_24H:P15
709,REP.A024_YAPC_24H:P16
710,REP.A024_YAPC_24H:P17
711,REP.A024_YAPC_24H:P18
712,REP.A024_A375_24H:P15
713,REP.A024_MCF7_24H:P13
714,REP.A024_HELA_24H:P14
715,REP.A024_HELA_24H:P13
716,REP.A024_HELA_24H:P15
717,REP.A024_HT29_24H:P18
718,REP.A024_HELA_24H:P18
719,REP.A024_MCF7_24H:P18
720,REP.A024_MCF7_24H:P17
721,REP.A024_MCF7_24H:P16
722,REP.A024_MCF7_24H:P15
723,REP.A024_MCF7_24H:P14
724,REP.A024_HA1E_24H:P13
725,REP.A024_HA1E_24H:P14
726,REP.A024_HA1E_24H:P15
727,REP.A024_HA1E_24H:P16
728,REP.A024_HA1E_24H:P17
729,REP.A024_HELA_24H:P16
730,REP.A024_HELA_24H:P17
731,REP.A024_PC3_24H:P13
732,REP.A024_HA1E_24H:P18
733,REP.A024_HT29_24H:P17
734,REP.A024_HT29_24H:P16
735,REP.A024_HT29_24H:P15
736,REP.A024_HT29_24H:P14
737,REP.A024_HT29_24H:P13
738,REP.A024_PC3_24H:P18
739,REP.A024_PC3_24H:P17
740,REP.A024_PC3_24H:P16
741,REP.A024_PC3_24H:P15
742,REP.A024_A375_24H:P13
743,REP.A024_A375_24H:P14
744,REP.A024_PC3_24H:P14
745,REP.A024_A375_24H:P16
746,REP.A024_A375_24H:P18
747,REP.A024_A375_24H:P17
748,REP.A024_YAPC_24H:P13
749,REP.A024_YAPC_24H:P14
750,REP.A024_YAPC_24H:P15
751,REP.A024_YAPC_24H:P16
752,REP.A024_YAPC_24H:P17
753,REP.A024_YAPC_24H:P18
754,REP.A024_A375_24H:P15
755,REP.A024_MCF7_24H:P13
756,REP.A008_HELA_24H:F02
757,REP.A008_HELA_24H:F01
758,REP.A008_HT29_24H:F05
759,REP.A008_HT29_24H:F04
760,REP.A008_PC3_24H:F06
761,REP.A008_PC3_24H:F05
762,REP.A008_HT29_24H:F03
763,REP.A008_MCF7_24H:F05
764,REP.A008_HELA_24H:F04
