smiles,name,id,inchi_key
COC(=O)C1=C(C)NC(C)=C(C1C1CCCCC1C(F)(F)F)[N+]([O-])=O,bay-k8644,BRD-A05457250,ZFLWDHHVRRZMEI-UHFFFAOYSA-N
CCC1CCCCN1C(=O)N1CC(NN1)C(O)(C1CCCCC1)C1CCCCC1,brd-a05565054,BRD-A05565054,OYBBUXRKEHCUIG-UHFFFAOYSA-N
NCCCC1(OCC2CC(CCC12)[N+]#[C-])C1CCC(F)CC1,dinorcitalopram-oxalate,BRD-A05581237,MKBRBMQWWXUBRC-UHFFFAOYSA-N
CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC2CCCC3CCCCC23,brd-a05680309,BRD-A05680309,POKZVJVCUGVHME-UHFFFAOYSA-N
CCOC(=O)C12CC1\C(=N/O)C1CCCCC1O2,brd-a05729358,BRD-A05729358,FXCTZFMSAHZQTR-KAMYIIQDSA-N
COC1CCC(CC1COC1CCC(NC(C)=O)CC1)C1NC(=O)C2CCCCC2N1,brd-a05831822,BRD-A05831822,SRDVQKBYLVCEKX-UHFFFAOYSA-N
NC(C(OCC1CCCCC1)C(=O)O)C(=O)O,dl-tboa,BRD-A05874290,BYOBCYXURWDEDS-UHFFFAOYSA-N
CC(C)C1CCC(C)C(C(O)C2CCC(CC2)C3CCCCC3)C1=O,brd-a06131576,BRD-A06131576,JLBHTGXFDNZNJL-UHFFFAOYSA-N
OC1CCC2CC3N(CC4CC4)CCC5(C6OC1C25)C3(O)CC7C6N(CC8CCCCC8)C9CCCCC79,brd-a06276885,BRD-A06276885,PSPANKCQVWSVHM-UHFFFAOYSA-N
COC1CC(C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,alvespimycin,BRD-A06304526,KUFRQPKVAWMTJO-UBRRALEVSA-N
CC(C)(C)C1CCC(CC1)C(O)CCCN1CCC(CC1)C(O)(C1CCCCC1)C1CCCCC1,terfenadine,BRD-A06352418,GUGOEEXESWIERI-UHFFFAOYSA-N
O=C1NC(=O)C2C1C1C3CCCCC3N3C4CCC(O4)N4C5CCCCC5C2C4C13,sb-218078,BRD-A06352508,OTPNDVKVEAIXTI-UHFFFAOYSA-N
CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)C1CCNC2CCC(OC)CC12,hydroquinidine,BRD-A06390036,LJOQGZACKSYWCH-NBGVHYBESA-N
CC(C)OC1CCCC(C1)C(=O)C2CCCN(CC3CNN(C3)C(C)C)C2,brd-a06641369,BRD-A06641369,SBSKQOIYKJFAJN-UHFFFAOYSA-N
CC(SC1NC2CC(CL)CCC2S1)C(=O)NC3CCCC(C3)S(=O)(=O)N4CCOCC4,brd-a06664848,BRD-A06664848,RFBPLZZVEFTOML-UHFFFAOYSA-N
CCCC(=O)NC1NC2N(CNC2C(=O)[NH]1)C3O[C@H]4COP(=O)(O)O[C@@H]4[C@@H]3OC(=O)CCC,dibutyrylcyclic-gmp,BRD-A06726973,SWTMOFFYOXKQNN-UVQKOMKVSA-N
COC1CC(CC(OC)C1OC)C(O)CN,brd-a06779035,BRD-A06779035,BHURFCFBOPXSCN-UHFFFAOYSA-N
CCOC(=O)C1=C(C)NC(=C(C1C#CC2CCCCC2)C(=O)OCC3CCC(CC3)[N+](=O)[O-])C4CCCCC4,mrs-1334,BRD-A06784547,QFLOJAMZLQXHFS-UHFFFAOYSA-N
O=C1N(CC2CCCCC2)C2CCCCC2C11NNC2CCCCC2O1,brd-a06909528,BRD-A06909528,JOMQEKIENWKNHV-UHFFFAOYSA-N
CCN(CC)CC(C(=O)C1CCC(F)CC1)C1CCCCC1,cvf-sumo-13,BRD-A06929388,MFDWJDXTGBHHCQ-UHFFFAOYSA-N
C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O,hydrocortisone-hemisuccinate,BRD-A07000685,VWQWXZAWFPZJDA-PILPDLGISA-N
CC(C)[N+]1(C)C2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)C3CCCCC3,ipratropium,BRD-A07029265,OEXHQOGQTVQTAT-RHRUOIOWSA-N
NC(CC1C[NH]C2CCCCC12)C(=O)O,tryptophan,BRD-A07106394,QIVBCDIJIAJPQS-UHFFFAOYSA-N
COC(=O)CCC1CCC(OCC(O)CNC(C)C)CC1,esmolol,BRD-A07395371,AQNDDEOPVVGCPG-UHFFFAOYSA-N
CC(CCC1CCCCC1)NCC(O)C1CCC(O)C(C1)C(N)=O,labetalol,BRD-A07440155,SGUAFYQXFOLMHL-UHFFFAOYSA-N
CCOC1CCC(CC1)C(NC2CCCNC2)C3CC(CL)C4CCCNC4C3O,brd-a07614565,BRD-A07614565,RDJCCPWITAIICC-UHFFFAOYSA-N
CNCC(O)C1CCC(O)C(O)C1,epinephrine-(racemic),BRD-A07765530,UCTWMZQNUQWSLP-UHFFFAOYSA-N
CC(C)NCC(O)C1CC(O)CC(O)C1,orciprenaline,BRD-A07780951,LMOINURANNBYCM-UHFFFAOYSA-N
O=C1CC(OC2CCCCC12)C3CCCCC3,flavanone,BRD-A07824748,ZONYXWQDUYMKFB-UHFFFAOYSA-N
COCCOC(=O)C1=C(C)NC(=C(C1C2CCCC(C2)[N+](=O)[O-])C(=O)OCC=CC3CCCCC3)C,cilnidipine,BRD-A07875874,KJEBULYHNRNJTE-UHFFFAOYSA-N
NC(CCC(O)=O)C=C,vigabatrin,BRD-A07893380,PJDFLNIOAUIZSL-UHFFFAOYSA-N
CSC1CCC2SC3CCCCC3CC(N3CCN(C)CC3)C2C1,metitepine,BRD-A07932845,RLJFTICUTYVZDG-UHFFFAOYSA-N
CCC(C)C(=O)C1C(O)C(C)C2OC3C(C)C(O)C(C(=O)C(C)CC)C(O)C3C2C1O,rhodomyrtoxin-b,BRD-A08003242,SGFCERQKVVMREN-UHFFFAOYSA-N
CC(CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,deoxycholic-acid,BRD-A08027849,KXGVEGMKQFWNSR-DVASNTQSSA-N
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,methyl-testosterone,BRD-A08062015,GCKMFJBGXUYNAG-UHFFFAOYSA-N
CC(=O)SCC(CC1CCCCC1)C(=O)NCC(=O)OCC1CCCCC1,racecadotril,BRD-A08187463,ODUOJXZPIYUATO-UHFFFAOYSA-N
NC(CC1CCC(CC1)N(CCCL)CCCL)C(O)=O,melphalan,BRD-A08200164,SGDBTWWWUNNDEQ-UHFFFAOYSA-N
