smiles,name,id,inchi_key,atc
CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC2CCCC3CCCCC23,BRD-A05680309,BRD-A05680309,POKZVJVCUGVHME-UHFFFAOYSA-N,
CCOC(=O)C12CC1\C(=N/O)C1CCCCC1O2,BRD-A05729358,BRD-A05729358,FXCTZFMSAHZQTR-KAMYIIQDSA-N,
COC1CCC(CC1COC1CCC(NC(C)=O)CC1)C1NC(=O)C2CCCCC2N1,BRD-A05831822,BRD-A05831822,SRDVQKBYLVCEKX-UHFFFAOYSA-N,
NC(C(OCC1CCCCC1)C(=O)O)C(=O)O,DL-TBOA,BRD-A05874290,BYOBCYXURWDEDS-UHFFFAOYSA-N,
CC(C)C1CCC(C)C(C(O)C2CCC(CC2)C3CCCCC3)C1=O,BRD-A06131576,BRD-A06131576,JLBHTGXFDNZNJL-UHFFFAOYSA-N,
OC1CCC2CC3N(CC4CC4)CCC5(C6OC1C25)C3(O)CC7C6N(CC8CCCCC8)C9CCCCC79,BRD-A06276885,BRD-A06276885,PSPANKCQVWSVHM-UHFFFAOYSA-N,
COC1CC(C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,alvespimycin,BRD-A06304526,KUFRQPKVAWMTJO-UBRRALEVSA-N,
CC(C)(C)C1CCC(CC1)C(O)CCCN1CCC(CC1)C(O)(C1CCCCC1)C1CCCCC1,terfenadine,BRD-A06352418,GUGOEEXESWIERI-UHFFFAOYSA-N,R06AX12
O=C1NC(=O)C2C1C1C3CCCCC3N3C4CCC(O4)N4C5CCCCC5C2C4C13,SB-218078,BRD-A06352508,OTPNDVKVEAIXTI-UHFFFAOYSA-N,
CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)C1CCNC2CCC(OC)CC12,hydroquinidine,BRD-A06390036,LJOQGZACKSYWCH-NBGVHYBESA-N,C01BA13
